0.0,1.0
1.0,1.5
1.5849625007211563,1.75669099756691
2.0,1.8964285714285714
2.321928094887362,1.9105263157894736
2.584962500721156,2.013888888888889
2.807354922057604,2.103896103896104
3.0,2.125
3.1699250014423126,2.361111111111111
3.3219280948873626,2.1857142857142855
3.4594316186372978,2.2386363636363638
3.5849625007211565,2.388888888888889
3.700439718141092,2.142857142857143
3.8073549220576037,2.261904761904762
3.9068905956085187,2.6333333333333333
4.0,2.359375
4.169925001442312,2.4444444444444446
4.392317422778761,2.511904761904762
4.459431618637297,2.409090909090909
4.523561956057013,2.9130434782608696
4.584962500721157,2.4166666666666665
4.700439718141093,2.4423076923076925
4.807354922057604,2.5714285714285716
4.857980995127573,2.793103448275862
5.0,2.4375
5.169925001442312,2.4444444444444446
5.321928094887363,2.775
5.357552004618084,2.6463414634146343
5.554588851677638,2.4893617021276597
5.614709844115208,3.1020408163265305
5.643856189774724,2.43
5.7279204545632,2.7358490566037736
5.954196310386876,2.629032258064516
5.977279923499917,2.6984126984126986
6.169925001442312,2.8055555555555554
6.209453365628951,3.2027027027027026
6.285402218862249,3.08974358974359
7.169925001442313,2.7777777777777777
7.209453365628949,3.0135135135135136
7.22881869049588,2.74
7.400879436282184,2.8520710059171597
