8234,9.364791680577376
13549,9.2989863221468
2840,9.283660743796016
1902,9.271912908963477
11149,9.254178164800816
3037,9.231837336455916
12947,9.209822740152639
8946,9.194601545642195
9972,9.193055308986233
2691,9.191995776904003
11279,9.181607932896547
10919,9.177681221895721
2812,9.172827214138248
9670,9.164578880432284
6766,9.164256517163237
12187,9.161975625326608
9264,9.157580056892751
3021,9.137140452192476
11122,9.13613590950818
9328,9.116132760176711
5335,9.111557714071989
7680,9.107774815727776
8690,9.106219561895845
5571,9.101483064220918
14119,9.10140482453517
14091,9.097478767336082
8093,9.090327855280208
11002,9.087184050821605
1088,9.081751829227247
8979,9.080004084460242
12732,9.07707711805079
6577,9.072787946971276
13571,9.069893674787904
6499,9.064287824374423
6784,9.063719255463635
7872,9.061693622649877
6828,9.061276030652145
14428,9.059918687737794
11404,9.059705201922501
9878,9.05753545891606
4388,9.055890696114272
8479,9.055108148058288
4766,9.05510280522572
1993,9.054169124954184
174,9.053899762934964
1152,9.05353565256565
1659,9.053461254444201
17,9.050453413940783
2939,9.049346442513006
9550,9.047913838567931
